Date,Open,High,Low,Close,Volume,Change
2022-04-21,2130,2233,2097,2154,3109431,
2022-04-22,2149,2187,2125,2187,443053,0.01532033426183843
2022-04-25,2187,2201,2121,2187,488391,0.0
2022-04-26,2158,2191,2153,2168,138309,-0.008687700045724722
2022-04-27,2150,2150,2126,2136,186599,-0.014760147601476037
2022-04-28,2135,2135,2088,2107,194091,-0.013576779026217234
2022-04-29,2102,2125,2069,2107,158663,0.0
2022-05-02,2093,2112,2084,2084,70792,-0.010915994304698584
2022-05-03,2084,2103,2074,2089,65610,0.002399232245681393
2022-05-04,2083,2083,2074,2079,42782,-0.00478697941598849
2022-05-06,2064,2083,2060,2079,67554,0.0
2022-05-09,2069,2078,2060,2060,49155,-0.009139009139009113
2022-05-10,2060,2069,2036,2065,102161,0.0024271844660195274
2022-05-11,2065,2070,2055,2070,56819,0.002421307506053294
2022-05-12,2064,2064,2036,2046,105905,-0.011594202898550732
2022-05-13,2051,2060,2046,2056,25408,0.004887585532746819
2022-05-16,2045,2060,2045,2060,49837,0.0019455252918287869
2022-05-17,2060,2070,2051,2070,36096,0.004854368932038833
2022-05-18,2065,2069,2060,2065,36830,-0.0024154589371980784
2022-05-19,2060,2065,2046,2051,60763,-0.006779661016949157
2022-05-20,2055,2060,2050,2060,35815,0.004388103364212581
2022-05-23,2046,2065,2041,2065,71374,0.0024271844660195274
2022-05-24,2056,2065,2051,2056,21530,-0.004358353510895863
2022-05-25,2056,2056,2046,2056,12882,0.0
2022-05-26,2046,2056,2046,2056,37962,0.0
2022-05-27,2046,2056,2046,2056,21224,0.0
2022-05-30,2046,2060,2046,2056,17077,0.0
2022-05-31,2055,2065,2050,2065,27308,0.0043774319066147704
2022-06-02,2055,2069,2050,2065,9708,0.0
2022-06-03,2065,2065,2056,2056,16415,-0.004358353510895863
2022-06-07,2064,2064,2050,2060,19038,0.0019455252918287869
2022-06-08,2064,2064,2055,2060,5466,0.0
2022-06-09,2055,2060,2051,2051,11744,-0.004368932038834927
2022-06-10,2060,2060,2051,2056,11582,0.0024378352023404215
2022-06-13,2064,2064,2041,2046,49541,-0.004863813229571967
2022-06-14,2042,2046,2032,2042,67544,-0.0019550342130987275
2022-06-15,2046,2046,2027,2042,39592,0.0
2022-06-16,2041,2050,2032,2032,25094,-0.004897159647404559
2022-06-17,2027,2041,2027,2037,20626,0.002460629921259949
2022-06-20,2037,2037,2018,2028,37886,-0.004418262150220897
2022-06-21,2023,2037,2023,2028,12237,0.0
2022-06-22,2037,2037,2023,2023,20236,-0.002465483234713961
2022-06-23,2017,2022,1980,1999,102001,-0.011863568956994586
2022-06-24,2027,2027,1990,1995,35212,-0.002001000500250094
2022-06-27,1994,2013,1980,1999,17155,0.002005012531328232
2022-06-28,2004,2004,1980,1995,9087,-0.002001000500250094
2022-06-29,1989,2003,1989,1999,14002,0.002005012531328232
2022-06-30,1990,2009,1990,2009,16372,0.005002501250625402
2022-07-01,2008,2008,1989,2004,2326,-0.002488800398208091
2022-07-04,2004,2004,1990,1995,4560,-0.004491017964071808
2022-07-05,1999,2004,1985,2004,14965,0.004511278195488799
2022-07-06,1999,2013,1994,1999,17437,-0.0024950099800399306
2022-07-07,1999,1999,1989,1999,1154,0.0
2022-07-08,1994,2018,1994,2018,9624,0.009504752376188197
2022-07-11,2018,2065,1999,2009,33806,-0.004459861248761188
2022-07-12,2008,2013,1999,2004,29712,-0.002488800398208091
2022-07-13,2004,2023,2004,2023,9327,0.00948103792415167
2022-07-14,2013,2022,2008,2018,22739,-0.0024715768660404924
2022-07-15,2018,2028,2004,2028,9128,0.0049554013875123815
2022-07-18,2032,2032,2008,2023,4418,-0.002465483234713961
2022-07-19,2008,2022,1999,2018,18214,-0.0024715768660404924
2022-07-20,2008,2036,2008,2018,42390,0.0
2022-07-21,2003,2008,1989,1999,248079,-0.00941526263627357
2022-07-22,1999,2018,1990,2009,141194,0.005002501250625402
2022-07-25,1999,2018,1999,2014,23911,0.00248880039820798
2022-07-26,2014,2018,1999,2014,14045,0.0
2022-07-27,2004,2014,1999,2014,5432,0.0
2022-07-28,2004,2014,1999,2014,1644,0.0
2022-07-29,2004,2009,1990,1995,22425,-0.009433962264150941
2022-08-01,1995,1999,1985,1995,14413,0.0
2022-08-02,1990,2004,1980,1995,34811,0.0
2022-08-03,1984,2013,1984,1999,19489,0.002005012531328232
2022-08-04,1994,2003,1989,1999,14203,0.0
2022-08-05,1990,1999,1990,1995,1516,-0.002001000500250094
2022-08-08,1994,1999,1990,1990,15132,-0.0025062656641604564
2022-08-09,1989,2003,1989,1999,16951,0.004522613065326642
2022-08-10,1990,1999,1985,1990,32894,-0.004502251125562795
2022-08-11,1990,1994,1985,1990,6431,0.0
2022-08-12,1999,1999,1990,1995,3057,0.002512562814070307
2022-08-16,1995,1999,1980,1995,35182,0.0
2022-08-17,1989,1994,1985,1985,13905,-0.005012531328320802
2022-08-18,1985,1995,1985,1995,10337,0.005037783375314797
2022-08-19,1990,1995,1990,1995,7051,0.0
2022-08-22,1994,1994,1980,1985,30755,-0.005012531328320802
2022-08-23,1980,1994,1980,1985,25104,0.0
2022-08-24,1985,1989,1980,1985,10421,0.0
