Date,Open,High,Low,Close,Volume,Change
2022-05-26,2010,2019,2006,2006,2340399,
2022-05-27,2010,2015,2006,2006,170769,0.0
2022-05-30,2010,2015,2005,2015,111072,0.004486540378863424
2022-05-31,2015,2020,2011,2011,63291,-0.001985111662531014
2022-06-02,2006,2020,2006,2011,91159,0.0
2022-06-03,2015,2019,2010,2015,30383,0.0019890601690701892
2022-06-07,2020,2029,2010,2020,103151,0.002481389578163684
2022-06-08,2020,2020,2015,2020,33557,0.0
2022-06-09,2015,2019,2015,2015,29680,-0.0024752475247524774
2022-06-10,2010,2019,2010,2015,13938,0.0
2022-06-13,2015,2019,2010,2015,72453,0.0
2022-06-14,2020,2020,2006,2011,28837,-0.001985111662531014
2022-06-15,2015,2015,2001,2011,37503,0.0
2022-06-16,2006,2010,2001,2006,50918,-0.0024863252113376255
2022-06-17,2010,2010,1996,2001,21861,-0.002492522432701927
2022-06-20,2005,2005,1991,2001,27683,0.0
2022-06-21,2001,2001,1991,2001,11417,0.0
2022-06-22,2001,2010,1992,1992,15042,-0.004497751124437732
2022-06-23,1992,2006,1964,1983,87775,-0.004518072289156572
2022-06-24,1982,2000,1963,1973,54140,-0.005042864346949116
2022-06-27,1987,1987,1955,1969,19211,-0.0020273694880892368
2022-06-28,1959,1973,1959,1969,44131,0.0
2022-06-29,1959,1969,1959,1969,16193,0.0
2022-06-30,1973,1991,1959,1987,15809,0.009141696292534363
2022-07-01,1991,1991,1964,1978,3446,-0.00452944136889788
2022-07-04,1982,1982,1968,1973,3422,-0.0025278058645096246
2022-07-05,1964,1983,1959,1983,9117,0.005068423720222981
2022-07-06,1982,1996,1982,1992,45435,0.004538577912254205
2022-07-07,1978,1991,1978,1978,2547,-0.007028112449799173
2022-07-08,1982,1982,1968,1973,14338,-0.0025278058645096246
2022-07-11,1983,1992,1973,1983,5033,0.005068423720222981
2022-07-12,1991,1991,1978,1978,8945,-0.002521432173474558
2022-07-13,1983,1987,1969,1983,13663,0.0025278058645095136
2022-07-14,1973,1982,1973,1973,14912,-0.005042864346949116
2022-07-15,1968,1992,1968,1992,18760,0.009630005068423708
2022-07-18,1992,2001,1987,1997,12764,0.0025100401606426015
2022-07-19,1992,1997,1992,1997,6621,0.0
2022-07-20,1987,2005,1987,2001,24518,0.0020030045067600533
2022-07-21,2001,2010,1987,1992,9865,-0.004497751124437732
2022-07-22,2005,2005,1987,1987,8937,-0.0025100401606426015
2022-07-25,1991,2000,1982,1987,8534,0.0
2022-07-26,1996,1996,1982,1992,6020,0.0025163563160544022
2022-07-27,1996,1996,1973,1973,6259,-0.009538152610441775
2022-07-28,1973,1996,1973,1978,3319,0.0025342118601114905
2022-07-29,1996,1996,1973,1983,5519,0.0025278058645095136
2022-08-01,1969,1992,1969,1983,5386,0.0
2022-08-02,1986,1986,1973,1973,11606,-0.005042864346949116
2022-08-03,1986,1996,1968,1973,6884,0.0
2022-08-04,1991,1991,1973,1973,3741,0.0
2022-08-05,1968,1991,1964,1964,10057,-0.004561581348200727
2022-08-08,1973,1987,1959,1964,26738,0.0
2022-08-09,1977,1977,1959,1964,4213,0.0
2022-08-10,1977,1977,1954,1964,30018,0.0
2022-08-11,1968,1968,1959,1959,4619,-0.002545824847250522
2022-08-12,1964,1964,1959,1964,961,0.002552322613578406
2022-08-16,1968,1968,1959,1964,5257,0.0
2022-08-17,1968,1968,1959,1964,3006,0.0
2022-08-18,1968,1968,1959,1959,669,-0.002545824847250522
2022-08-19,1959,1978,1959,1978,15512,0.009698825931597765
2022-08-22,1982,1982,1968,1973,2769,-0.0025278058645096246
2022-08-23,1968,1973,1964,1964,9667,-0.004561581348200727
2022-08-24,1973,1973,1959,1969,5638,0.002545824847250522
2022-08-25,1969,1973,1959,1969,4930,0.0
2022-08-26,1969,1969,1959,1969,4957,0.0
2022-08-29,1968,1968,1954,1964,7874,-0.002539360081259545
2022-08-30,1955,1969,1955,1969,2515,0.002545824847250522
2022-08-31,1973,1973,1964,1964,1761,-0.002539360081259545
2022-09-01,1954,1973,1954,1973,7121,0.0045824847250508505
2022-09-02,1968,1978,1964,1978,4477,0.0025342118601114905
2022-09-05,1964,1977,1954,1964,5251,-0.00707785642062686
2022-09-06,1954,1968,1954,1964,3524,0.0
2022-09-07,1968,1973,1959,1964,2664,0.0
2022-09-08,1964,1969,1964,1969,11422,0.002545824847250522
2022-09-13,1968,1978,1968,1978,9122,0.004570848146267181
2022-09-14,1973,1992,1969,1983,17093,0.0025278058645095136
2022-09-15,1982,1991,1982,1987,39421,0.0020171457387796465
2022-09-16,1982,1996,1982,1992,6048,0.0025163563160544022
2022-09-19,1996,1996,1982,1992,8967,0.0
2022-09-20,1996,1996,1978,1978,5804,-0.007028112449799173
2022-09-21,1987,1996,1978,1983,18892,0.0025278058645095136
2022-09-22,2001,2005,1982,2001,22288,0.00907715582450841
2022-09-23,2010,2010,1987,1997,23126,-0.001999000499750103
2022-09-26,1983,2001,1969,1983,29115,-0.0070105157736605195
2022-09-27,1973,1987,1973,1983,19622,0.0
2022-09-28,1973,1992,1973,1992,10602,0.004538577912254205
2022-09-29,1977,1991,1973,1973,34167,-0.009538152610441775
2022-09-30,1964,1982,1964,1964,9576,-0.004561581348200727
2022-10-04,1964,1969,1964,1969,3850,0.002545824847250522
2022-10-05,1964,1968,1964,1964,9394,-0.002539360081259545
2022-10-06,1959,1969,1959,1969,5564,0.002545824847250522
2022-10-07,1973,1982,1959,1973,2210,0.002031488065007636
2022-10-11,1963,1973,1959,1973,26755,0.0
2022-10-12,1959,1973,1950,1950,28279,-0.011657374556512945
2022-10-13,1945,1978,1927,1941,30475,-0.004615384615384577
2022-10-14,1935,1940,1912,1922,43332,-0.009788768675940251
2022-10-17,1912,1926,1903,1922,16614,0.0
2022-10-18,1907,1926,1907,1926,8642,0.0020811654526535772
2022-10-19,1921,1931,1921,1931,5220,0.0025960539979230646
2022-10-20,1922,1931,1922,1922,9944,-0.0046607975142413105
2022-10-21,1908,1918,1894,1918,12699,-0.002081165452653466
2022-10-24,1903,1917,1889,1908,26955,-0.005213764337851923
2022-10-25,1907,1907,1888,1898,4162,-0.00524109014675056
2022-10-26,1894,1899,1871,1890,31137,-0.004214963119072657
2022-10-27,1885,1894,1885,1890,5574,0.0
2022-10-28,1876,1895,1876,1895,4490,0.002645502645502562
2022-10-31,1885,1894,1880,1890,1684,-0.0026385224274406704
2022-11-01,1871,1899,1871,1895,4520,0.002645502645502562
2022-11-02,1880,1894,1876,1890,21160,-0.0026385224274406704
2022-11-03,1870,1898,1870,1880,12114,-0.005291005291005346
2022-11-04,1865,1870,1860,1870,11193,-0.005319148936170248
2022-11-07,1875,1875,1862,1862,3288,-0.004278074866310155
2022-11-08,1861,1875,1856,1875,4970,0.00698174006444674
2022-11-09,1871,1876,1862,1867,6794,-0.004266666666666641
2022-11-10,1866,1880,1866,1880,7356,0.006963042313872458
2022-11-11,1870,1880,1861,1880,4976,0.0
2022-11-14,1875,1875,1870,1875,3628,-0.0026595744680850686
2022-11-15,1870,1875,1865,1875,4282,0.0
2022-11-16,1875,1889,1870,1880,3226,0.002666666666666595
2022-11-17,1897,1897,1865,1870,6388,-0.005319148936170248
2022-11-18,1899,1903,1862,1890,20751,0.010695187165775444
2022-11-21,1883,1883,1865,1870,4349,-0.010582010582010581
2022-11-22,1862,1871,1862,1862,2768,-0.004278074866310155
2022-11-23,1867,1876,1857,1867,4712,0.0026852846401719255
2022-11-24,1861,1870,1857,1857,10186,-0.005356186395286566
2022-11-25,1857,1867,1857,1867,5553,0.005385029617662962
2022-11-28,1857,1867,1857,1867,27712,0.0
2022-11-29,1851,1879,1851,1875,45184,0.004284949116229342
2022-11-30,1852,1884,1852,1857,10190,-0.009600000000000053
2022-12-01,1857,1867,1857,1867,2500,0.005385029617662962
2022-12-02,1860,1870,1856,1870,4096,0.0016068559185860032
2022-12-05,1875,1875,1852,1862,5560,-0.004278074866310155
2022-12-06,1862,1871,1857,1867,14413,0.0026852846401719255
2022-12-07,1862,1875,1862,1862,5230,-0.0026780931976432276
2022-12-08,1857,1875,1857,1857,6773,-0.0026852846401718145
2022-12-09,1860,1870,1856,1870,5785,0.007000538502961673
2022-12-12,1861,1861,1852,1857,20657,-0.006951871657754016
2022-12-13,1862,1871,1862,1867,7892,0.005385029617662962
2022-12-14,1866,1871,1862,1862,4880,-0.0026780931976432276
2022-12-15,1852,1871,1852,1862,8263,0.0
2022-12-16,1862,1871,1862,1867,8586,0.0026852846401719255
2022-12-19,1871,1876,1867,1867,14020,0.0
2022-12-20,1860,1870,1860,1870,3147,0.0016068559185860032
2022-12-21,1861,1879,1861,1875,7076,0.002673796791443861
2022-12-22,1884,1884,1875,1875,856,0.0
2022-12-23,1875,1880,1866,1880,1823,0.002666666666666595
2022-12-26,1860,1879,1860,1870,2502,-0.005319148936170248
2022-12-27,1860,1879,1860,1870,5456,0.0
2022-12-28,1860,1870,1860,1870,2913,0.0
2022-12-29,1870,1879,1865,1875,15560,0.002673796791443861
2023-01-02,1862,1890,1862,1867,5215,-0.004266666666666641
2023-01-03,1885,1885,1862,1867,2323,0.0
2023-01-04,1865,1875,1865,1875,8082,0.004284949116229342
2023-01-05,1866,1885,1862,1862,23201,-0.006933333333333347
2023-01-06,1871,1871,1862,1867,9203,0.0026852846401719255
2023-01-09,1876,1876,1862,1867,10169,0.0
2023-01-10,1865,1874,1865,1870,8608,0.0016068559185860032
2023-01-11,1880,1885,1867,1867,3527,-0.0016042780748662944
2023-01-12,1871,1890,1866,1890,6822,0.012319228709159136
2023-01-13,1894,1903,1880,1890,17455,0.0
2023-01-16,1888,1902,1888,1898,13939,0.004232804232804144
2023-01-17,1902,1902,1888,1898,4744,0.0
2023-01-18,1904,1904,1885,1895,5395,-0.0015806111696522462
2023-01-19,1895,1899,1890,1895,3799,0.0
2023-01-20,1898,1898,1888,1898,6590,0.0015831134564643357
2023-01-25,1904,1904,1895,1895,16015,-0.0015806111696522462
2023-01-26,1898,1907,1898,1903,7837,0.004221635883905117
2023-01-27,1907,1912,1889,1903,13249,0.0
2023-01-30,1889,1917,1889,1908,2293,0.0026274303730950965
2023-01-31,1898,1911,1898,1898,2511,-0.00524109014675056
2023-02-01,1936,1941,1904,1918,17226,0.010537407797681864
2023-02-02,1917,1926,1898,1922,9479,0.002085505735140769
2023-02-03,1931,1936,1908,1936,12073,0.007284079084287187
2023-02-06,1945,1945,1912,1936,2202,0.0
2023-02-07,1944,1944,1921,1926,5555,-0.005165289256198302
2023-02-08,1945,1945,1899,1918,7573,-0.004153686396677014
2023-02-09,1935,1935,1898,1908,20515,-0.005213764337851923
2023-02-10,1922,1922,1908,1918,5038,0.00524109014675056
2023-02-13,1936,1936,1917,1936,1028,0.009384775808133572
2023-02-14,1946,1946,1922,1946,2429,0.005165289256198413
2023-02-15,1945,1950,1936,1950,4121,0.0020554984583760483
2023-02-16,1950,1950,1936,1950,1599,0.0
2023-02-17,1949,1949,1936,1936,3256,-0.007179487179487132
2023-02-20,1945,1955,1941,1955,9804,0.009814049586776896
2023-02-21,1959,1963,1949,1959,4523,0.002046035805626678
2023-02-22,1955,1968,1941,1955,19195,-0.0020418580908626582
2023-02-23,1969,2029,1955,1983,41138,0.01432225063938608
2023-02-24,2001,2015,1964,1964,6252,-0.00958144225920321
2023-02-27,1959,1983,1955,1983,22301,0.009674134419551894
2023-02-28,1996,1996,1968,1978,5051,-0.002521432173474558
2023-03-02,1982,1982,1968,1978,7589,0.0
2023-03-03,1978,1978,1968,1978,5739,0.0
2023-03-06,1991,1991,1963,1973,5541,-0.0025278058645096246
2023-03-07,1973,1977,1936,1964,5182,-0.004561581348200727
2023-03-08,1977,1977,1940,1964,8833,0.0
2023-03-09,1968,1968,1941,1955,3871,-0.0045824847250509615
2023-03-10,1968,1968,1945,1964,4635,0.004603580562659859
2023-03-13,1982,1982,1945,1955,5827,-0.0045824847250509615
2023-03-14,1936,1987,1927,1969,15495,0.00716112531969304
2023-03-15,1973,1973,1941,1946,7802,-0.011681056373793797
2023-03-16,1954,1954,1936,1950,2084,0.0020554984583760483
2023-03-17,1964,1964,1931,1955,2653,0.002564102564102555
2023-03-20,1963,1963,1935,1959,9719,0.002046035805626678
2023-03-21,1954,1964,1940,1964,1038,0.002552322613578406
2023-03-22,1973,1973,1926,1964,16518,0.0
2023-03-23,1959,1991,1940,1973,4631,0.0045824847250508505
2023-03-24,1973,1982,1950,1978,54660,0.0025342118601114905
2023-03-27,1996,1996,1936,1983,9982,0.0025278058645095136
2023-03-28,1986,1986,1949,1959,5794,-0.012102874432677768
2023-03-29,1977,1982,1950,1964,6592,0.002552322613578406
2023-03-30,1950,1973,1950,1969,2407,0.002545824847250522
2023-03-31,1982,1982,1964,1969,2563,0.0
2023-04-03,1987,1987,1964,1983,2337,0.007110208227526726
2023-04-04,1973,1996,1973,1983,1800,0.0
2023-04-05,1978,1987,1968,1978,11104,-0.002521432173474558
2023-04-06,1977,1977,1959,1959,11634,-0.009605662285136485
2023-04-07,1978,1978,1964,1969,1685,0.005104645227156812
2023-04-10,1959,1982,1959,1959,6223,-0.00507872016251909
